id,input,output,remark
314156,Alaquilia,अलक़ुइलिअ,normal
599022,Ainurreeswarar,ैनूररीश्वरर,normal
973279,Ahatar,अहतर,normal
201136,Adlach,आदळच,normal
286617,Akrarhat,अकररहत,normal
1231256,Akshaygarh,अक्षयगढ़,normal
232919,Agrao,एग्रो,normal
233360,Agraw,अग्रव,normal
234456,Agrawalon,अग्रवअलों,normal
1345841,Ajhgaon,अझगअंव,normal
1354159,Agrichain,अगरिचैं,normal
1370489,Akhilesha,अखिलेश,normal
1418520,Adusupalli,अडसुपल्ली,normal
1213866,Aduthuai,अडहुआइ,normal
1229960,Advalapally,अडवअलअपल्ली,normal
1229973,Agarwagani,अगरवअगणी,normal
1229988,Ahemedpura,अहमदपुर,normal
1229990,Aherdhanora,अहरधअनोरअ,normal
1229992,Ahirsinhan,अहीरसिंहं,normal
1230025,Akhakheda,अखखेड़अ,normal
1230035,Akkampally,अक्कमपल्ली,normal
1230049,Akondapet,अकोंडअपेट,normal
1230057,Akumarrythanda,अकुमअररयठण्डअ,normal
202158,Adolmari,अडोलमअरी,normal
202827,Adpnxt,अदपंग्त,normal
203380,Adrobook,अध्रोबूक,normal
203768,Adsremedy,अदसरेमेडी,normal
207057,Advikeshavapur,एडविकेशवपुर,normal
212981,Adwizers,अद्विजेर्स,normal
215693,Afalapathar,अफलअपथर,normal
217619,Afrika,अफ्रीकअ,normal
219110,Afthuia,अफथयअ,normal
221162,Agaramdevi,अगरमदेवी,normal
231466,Agompur,अगमपुर,normal
237434,Agunibari,अगुनिबरी,normal
238084,Ahaley,अहले,normal
239854,Ahilliya,अहीलियअ,normal
240891,Ahivamrut,अहिवअमृत,normal
247056,Aijuddin,ैजुद्दीन,normal
248566,Ainlakoli,ैंलेकोली,normal
250168,Airanjanla,ैरंजनलअ,normal
251541,Airta,ैरतअ,normal
252165,Airwood,ैरवुड,normal
255262,Aithugaon,ैठुगअओं,normal
265079,Ajhuha,अजहुंह,normal
265220,Ajibar,अजिबर,normal
267767,Ajjanur,अज्जअनुर,normal
270107,Ajrah,अजरअह,normal
270192,Ajror,अजरोर,normal
279787,Aketi,अकेटी,normal
284498,Akkaraikottagam,अक्करअईकोट्टअगअं,normal
293720,Akshayamantri,अक्षयमअन्तरि,normal
307416,Aladinatham,अलदीनअथं,normal
309276,Alakkaparambu,अलक्कअपरअम्बु,normal
310444,Alamarathottam,अलमरअठोत्तम,normal
311838,Alanduraiyar,अलअंदुरैयअर,normal
332760,Afjalgarh,अफजलगढ़,normal
591748,Agestheswara,अगस्तेश्वरअ,normal
598666,Agnipureeswara,अग्निपूरीस्वरअ,normal
647449,Agadyvayal,अगअड़ीवअयल,normal
898029,Aduvasse,अडवअसे,normal
1008589,Akramia,अक्रअमिआ,normal
1294335,Adkaspally,अड़कअसपल्ली,normal
1345135,Adhwa,अध्वअ,normal
1345140,Ainoo,ैनू,normal
1346264,Akhrotbagh,अखरोटबअघ,normal
1373271,Adsralapadu,अड़सरअलअपअडु,normal
14133,Aklasrai,अकलअसरै,normal
175542,Agrasamakulam,अग्रसमअकुलम,normal
175610,Alangottai,अलँगोटै,normal
224593,Agasthiamuzhi,अगस्तयमुजहि,normal
225430,Agduyar,अगडयअर,normal
246198,Aicharapara,ऐचरअपअरअ,normal
246220,Aichpara,ैचपरअ,normal
246563,Aidoba,ऐदोबअ,normal
246584,Aiduba,ैडअ,normal
272325,Akandgara,अकअंडगरअ,normal
273672,Akarmaxs,अकरमअक्सस,normal
597763,Agneeswaraswamy,अग्नीश्वरस्वअमी,normal
597777,Alagirinathar,अलगिरीनअथ,normal
1246421,Alkole,अलकोले,normal
1843919,Aligudi,अलीगुड़ी,normal
1843928,Anadhanallur,अन्धनअल्लूर,normal
1843935,Anedungulam,अनेदुंगुलअम,normal
315186,Alayathazha,अलअयथअजहअ,normal
316349,Alchiward,अलचिवअरद,normal
316667,Aldeal,अलडल,normal
317398,Alegjari,अलेग्जरी,normal
1232602,Dargapally,दर्गअपल्ली,normal
1241197,Amanakuda,अमअनकुड़अ,normal
317664,Alekjhar,अलकझर,normal
1241198,Amararam,अमरअरअम,normal
317961,Alep,अलेप,normal
372492,Ambaragudda,अम्बरगुड़अ,normal
372787,Ambarir,अम्बअरीर,normal
372908,Ambartol,अम्बरतल,normal
1384534,Alimabaad,अलीमअबअद,normal
373913,Ambdi,अब्दी,normal
418360,Amthva,अथवअ,normal
418509,Amtur,अंतर,normal
1240258,Ammadra,अममदरअ,normal
399328,Amiyanarayan,अमियअनअरअयण,normal
399662,Amjamul,अजमल,normal
399949,Amken,आंखें,normal
400314,Amlajhari,अमलझअरी,normal
1658701,Andharidudh,अंधअरीदूध,normal
341750,Alomgaj,अलॉगज,normal
344429,Alphamu,अल्फअमू,normal
345723,Alshia,अलशिए,normal
321198,Alhadipur,अलहदीपुर,normal
345828,Alsia,एलसीए,normal
441748,Anatapura,अणतपुरअ,normal
1230070,Aledu,अलेदु,normal
1230108,Amalbhitti,अमलभित्ति,normal
1230109,Amaletha,अमलेथअ,normal
1230129,Amarvandh,अमरवंध,normal
1230184,Ambeshioni,अम्बशिवि,normal
1230229,Amloor,अमलूर,normal
1230230,Amlpada,अम्लपअड़अ,normal
1230231,Ammalaner,अमलनेर,normal
1230248,Amudambanda,अमुदअबंदअ,normal
334183,Allahabaad,अल्लअहअबअद,normal
337143,Allikeredoddi,अल्लिकेरेदोद्डी,normal
337488,Allokjhari,अल्लोकझरी,normal
337732,Allset,अल्सेट,normal
347300,Altore,अल्तोरे,normal
347690,Aludhoa,अलउधो,normal
348266,Alumkunnu,अलुमकुनणु,normal
349269,Alwana,अलवणअ,normal
350859,Amachak,अमचक,normal
35397,Alshab,अलशब,normal
370536,Ambajungle,अम्बअजुंल,normal
371264,Ambalakkatu,अम्बअलककतु,normal
371413,Ambalapalke,अम्बअलअपअलके,normal
371506,Ambalash,अम्बअलिश,normal
393642,Amirnager,अमीरनगर,normal
393650,Amirpora,अमीरपोरअ,normal
404531,Ammankoppa,अम्मअँकोप्पअ,normal
413006,Amritakunda,अमृतकुंडअ,normal
420483,Amurpadam,अमरपदम,normal
421253,Amwaa,अमवअ,normal
422394,Anadaguru,अनअदगुरु,normal
422678,Anagadha,अनगढ़अ,normal
423984,Analogics,अनलोगिकस,normal
434047,Anandchanchan,आनंदचंचं,normal
434884,Anandhsar,अनन्धसअर,normal
442373,Anayampatty,अनयअमपट्टी,normal
444672,Anchipuradoddi,अंचीपुरअडोड्डी,normal
449877,Andhrathadi,अंधरअठअढ़ी,normal
450471,Andraguri,अंदरगुरी,normal
451786,Anegudi,अनेगुंदी,normal
524552,Amasu,अमसु,normal
808744,Analebaila,अनलेबैलअ,normal
84948,Anamary,अनमर्य,normal
84949,Andharvadinajik,अंधरवअदीनअजिक,normal
1097507,Alivoikal,अलिवअईकल,normal
1346275,Alimajra,अलीमअजरअ,normal
325835,Alijhara,अलीझरअ,normal
326688,Alingapuram,अलिंगपुरअम,normal
327096,Alipurdar,अलीपुरद्वअर,normal
327210,Alirmore,अलीरमोरे,normal
363497,Amarchack,अमरचक,normal
364124,Amaregouda,अमरेगौडअ,normal
383762,Ambiliyala,अम्बिलियअलअ,normal
384292,Amblai,अम्ब्लअइ,normal
384666,Ambrathapali,अम्ब्रअतअपली,normal
385865,Ambzari,अम्बज़री,normal
385993,Amchong,अमचअंग,normal
386525,Amdove,अंडोवे,normal
4080,Allupatana,अललुपतअनअ,normal
409009,Amragori,अमरगोरी,normal
447362,Anderthole,अंडरटोले,normal
447723,Andharipur,अंधअरीपुर,normal
447771,Andharnayan,अंधअरणअयन,normal
448019,Andhevanapalli,अँधीवअनअपल्ली,normal
479648,Amakhora,अमखोरअ,normal
747131,Aramthody,अरमथोड़ी,normal
1232612,Darpally,दरपल्ली,normal
1241203,Angajpally,अंगेजपल्ली,normal
1241206,Anthergoam,अंठरगोआम,normal
1843939,Anthanapettai,अन्तःनअपत्ति,normal
1843940,Aralipatti,अरलीपट्टी,normal
1347764,Arampoondi,अरंपूण्डी,normal
1843948,Arivallur,अरवल्लुर,normal
1843952,Arppakam,अप्पकं,normal
455135,Angariban,अंगरीबन,normal
457695,Angevila,अंगविलअ,normal
458484,Angloscape,अंग्लोस्कअपे,normal
459238,Angulkata,अंगुलकतअ,normal
161622,Arjalabavi,अरजलअबअवी,normal
521686,Anushuit,अनुशइत,normal
563843,Ardhas,अरदअस,normal
563892,Ardhsang,अर्द्धसंग,normal
175769,Anganagoundenpudur,अन्गनगौँडेंपुदुर,normal
564209,Areajhar,अरझर,normal
564312,Areddypalayam,अरेड्डीपअलयम,normal
564727,Arekuttedoddi,अरकुट्टेडोड्डी,normal
1983297,Apithara,अपिठरअ,normal
40026,Aolutiins,ॉलोटीन्स,normal
492054,Annakude,अन्नकूदे,normal
545892,Aquac,अकअस,normal
545941,Aquafest,अकफेस्ट,normal
232274,Angrhiyagarha,अंगरहियअगढ़अ,normal
235589,Arkalapally,अर्कअलअपल्ली,normal
1106063,Arecode,अरेकडे,normal
1230301,Anijara,अनिजरअ,normal
1230321,Ankalia,आंकलिआ,normal
1230327,Ankene,आंकने,normal
1230336,Annaruthanda,अननरुथअंडअ,normal
237617,Arekayalapadu,अरकअयअलपअडु,normal
270016,Annualised,ैनुअलीसेड,normal
35406,Appurtenances,अप्पूर्तिनअन्सेस,normal
460324,Anikadavu,अणिकदअवु,normal
460325,Anikadu,अनिकअडु,normal
482234,Ankmmanahal,अंकम्मअनहअल,normal
484446,Ankushanahally,अंकुषअनहल्ली,normal
498355,Annickad,अन्निकॉड,normal
503657,Anseer,अंसीर,normal
515901,Annapachiyam,अन्नपचीयम,normal
524813,Aodang,ौडअंग,normal
524831,Aodu,अयडु,normal
536131,AppTeq,अप्पतिक,normal
536132,AppViewX,अप्पवीव्स,normal
536751,Appampally,अप्पमपअल्ली,normal
537544,Appcoup,अपपकोप,normal
550645,Arafur,अरफूर,normal
559110,Arbora,अरबोरअ,normal
565872,Argariya,अगरियअ,normal
566111,Argoon,अर्जुन,normal
566886,Arher,अरहर,normal
566956,Arhugaon,अरहुगअओं,normal
577575,Aphrodi,अफ्रोदी,normal
577864,Arlen,अर्लेन,normal
588617,Arrlage,अररलगे,normal
589133,Arrzon,अररज़ों,normal
591168,Arsiganj,आरसीगंज,normal
597846,Apayambigai,अपअयंबिगै,normal
602744,Arkesvara,अर्कसवअरअ,normal
86825,Anthichira,अंतिचिरअ,normal
1230350,Anthaipally,अनठेपअलय,normal
1230352,Anthapoor,अंतःपुर,normal
1230364,Apegoan,अपेगोअन,normal
1230370,Appireddipally,एप्पीरेड्डीपल्ली,normal
1230386,Arangoan,अरंगोआन,normal
1230416,Arniyagoud,अर्नियअगौड़,normal
1230421,Arshanpally,षअंपल्ली,normal
1345158,Arhua,अरहुआ,normal
14142,Arajkund,अरअजकुण्ड,normal
1684661,Aramthanam,अरमथनम,normal
2053721,Angadchittampally,अनगढ़चित्तम्पल्ली,normal
2053723,Appareddypally,अप्पअरेड्डीपल्ली,normal
276534,Aresenal,आर्सेनल,normal
405684,Ankolai,अंकोलै,normal
478467,Ankaikila,अंकअइकिलअ,normal
478522,Ankalai,अंकले,normal
479323,Ankhra,अखरअ,normal
507159,Antarahalli,अंतरअहल्ली,normal
508039,Anthoji,एंथोजी,normal
508379,Anthrolly,अंथरोली,normal
509793,Antrikhi,अंतरिखी,normal
530353,Apexle,अपेक्सले,normal
530422,Aphasana,अफसअनअ,normal
535313,Apologies,अपोलोजिज़,normal
553108,Aranginampatti,अरंगिनअमपट्टी,normal
553730,Arapuram,अरपुरम,normal
554559,Arasaram,अरसरअम,normal
556508,Aravathipaly,अरवअथीपअल्य,normal
571585,Arikupuram,अरिकपुरम,normal
573610,Ariyagudi,अरियअगुड़ी,normal
574080,Ariztid,अरीजटिड,normal
684391,Atori,कटोरी,normal
686791,Attiwadi,अत्तीवअदी,normal
687344,Attumali,अट्टुमअलि,normal
713571,Awagam,अवगअम,normal
713617,Awahatoo,अवहतु,normal
713717,Awakhal,अवखळ,normal
713794,Awalebabu,अवअलेबअबू,normal
714457,Awargi,आवअरगी,normal
665819,Assam-Arunachal,असम-अरुणअचल,special
665822,Assam-Tripura,असम-त्रिपुरअ,special
1104848,Arthkshan,अर्थक्शअन,normal
1617408,Avsyak,आवश्यक,normal
647502,Attikkal,अत्तिक्कल,normal
650603,Ashuroy,अशुरोय,normal
695686,Austhal,औस्थअल,normal
696345,Authupatti,अउथुपअत्ति,normal
700494,Auwhman,ौवह्मण,normal
701682,Avadhraj,अवधरअज,normal
701910,Avagibagana,अवअजीबअगअनअ,normal
812021,Atmananad,आत्मअनन्द,normal
934198,Ashanur,अशनूर,normal
674771,Atabanda,अतअबंदअ,normal
674796,Atado,अतदो,normal
675867,Atashpur,अतअशपुर,normal
675978,Atawadi,अतवअदी,normal
677000,Athangaraipatti,अथनगरअईपट्टी,normal
1232626,Dashamigavhan,दशमिजअवहन,normal
677003,Athangi,अथअंगी,normal
678419,Athavde,आठवडे,normal
678452,Athawda,आठवडअ,normal
1497736,Attangguda,अत्तअनगगुदअ,normal
678664,Athenium,अथेनियम,normal
235067,Arumugamanagalam,अरुमुगमनगलअम,normal
109943,Attayampathi,अटटयमपथी,normal
175878,Arumalakottai,अरुमअलकोट्टई,normal
175928,Athirambatti,अथिरअमबत्ती,normal
1786153,Athilakshmipuram,अतिलक्षमीपुरम,normal
1843960,Aruvikarai,अरुविकअरै,normal
1843961,Asikadu,असिकदु,normal
1843968,Athirengam,अथिरेन्गअम,normal
213790,Avranlal,अवरणलअल,normal
230186,Athwda,आठवडअ,normal
25225,Awagan,अवगण,normal
280717,Autaar,औतअर,normal
299450,Ashise,अशीसे,normal
581665,Atalwada,अटलवअड़अ,normal
597882,Aruvavi,अरुवअवी,normal
598848,Athimuleswarar,अतिमूलस्वरअर,normal
601530,Arumbalai,अरुम्बले,normal
616815,Aryangavu,अरयंगवू,normal
625872,Ashaiah,अशयः,normal
626260,Ashanpally,अशनपल्ली,normal
646033,Ashomi,यशोमी,normal
646122,Ashorf,अशरफ,normal
658427,Asifpur,आसफपुर,normal
669618,Astgam,अस्तगअम,normal
671093,Astikuri,अस्तिकुरी,normal
672292,Asudi,असुदी,normal
672374,Asundaria,असुंदरीअ,normal
679600,Athirkad,अथिरकद,normal
680179,Athmangala,अठमअंगलअ,normal
680823,Athvade,अठवअड़े,normal
680860,Athwade,अठवअड़े,normal
682343,Atkora,अटकोरअ,normal
689667,Awaik,आवयक,normal
691594,Aujhar,औझर,normal
691917,Auloo,आलू,normal
706104,Avexa,अवेक्सअ,normal
709422,Aviyil,अवियिल,normal
723342,Athumbumkulam,ैठुम्बुकुलम,normal
725153,Attah,अतः,normal
898373,Assasi,अस्ससि,normal
948440,Avoiding,अवोइडिंग,normal
1230443,Asayidi,एसईडी,normal
1230469,Asood,आसूद,normal
1230472,Asravelly,आस्रवेल्ली,normal
1230478,Asulakunta,असुलअकुंतअ,normal
1230488,Atchinthaloor,अतचिंतलूर,normal
1230496,Attargudi,अत्तरगुड़ी,normal
1230511,Avirenikuntathanda,अविरेनिकुंठतहअंदअ,normal
1430811,Aushadahalay,ौशदहलअय,normal
407569,Asauttala,असौटअलअ,normal
595151,Artocarpus,आर्टोकअर्पस,normal
595513,Arttatrana,आर्तत्रणअ,normal
595809,Arubotay,अरबोटय,normal
595810,Arubotey,अरबोटय,normal
609618,Aruvapulam,अरुवअपुलअम,normal
609748,Aruvukuzy,अरूवुकूज़ी,normal
637801,Atugadewadi,अतुगअदेवअदी,normal
662748,Asolhari,असोलहरी,normal
664199,Asrafabad,अशरफअबअद,normal
665960,Assarom,जस्सअरअम,normal
619328,Asamkata,असंकतअ,normal
619772,Asanmala,असंमलअ,normal
620916,Asaydi,असअयदि,normal
621106,Ascendance,असेन्डन्स,normal
625841,Ashagandhi,अशगंधी,normal
716216,Aximsoft,ैक्सिमसॉफ्ट,normal
720312,Ayinampadam,अईनअमपदम,normal
720493,Ayisanya,अइसनयअ,normal
722321,Ayucart.com,Ayucart.com,web
742543,BACentric,बसंतरिक,normal
1310034,Badrod,बदरोड,normal
800520,Bachanari,बचनरी,normal
801047,Bachhamunsi,बच्चअमुन्सी,normal
803145,Badaachaba,बढ़अचबअ,normal
803261,Badabarsingh,बडअबरसिंघ,normal
803411,Badadabailu,बड़दबैलू,normal
803909,Badakaima,बडकैमअ,normal
804017,Badakhanshirda,बअदखंशिरड़अ,normal
804879,Badameswari,बदअमेस्वरी,normal
1345182,Badesohanga,बअदसोहंगअ,normal
804886,Badamguda,बदमगड़अ,normal
804992,Badamkampa,बदअमकंपअ,normal
805250,Badangod,बडंगोड़,normal
1345186,Badiyakhera,बढियअखेड़अ,normal
805311,Badankuchi,बदनकुचि,normal
1345189,Baduaab,बदुआब,normal
805355,Badantpur,बदंतपुर,normal
805479,Badapokhran,बड़अपोखरन,normal
1382282,BXF,बी.क्ष.फ,abbr
756358,BMP6,बम्प6,alphanum
1228645,Badahanda,बदहअंदअ,normal
1241228,Badili,बदिली,normal
1247201,Awasthapna,अवस्थअपनअ,normal
1094081,Badbalijor,बडबअलिजोर,normal
1094083,Badedi,बढेडी,normal
1196134,Badakmuli,बडअकमुली,normal
1196919,Badapanjariaguda,बअदपंजरिएगुदअ,normal
1213890,Ayyaganagar,अय्यअगनगर,normal
1214816,Bachanpally,बचनपल्ली,normal
1436349,Badhautiya,बधौतियअ,normal
1447688,Bacchusingh,बच्चूसिंघ,normal
175993,Ayyapadi,अय्यपअदि,normal
176031,Badakalimati,बड़कलीमती,normal
1843979,Ayankarisalkulam,अयंकअरिसअलकुलम,normal
1843983,Ayyapdi,अय्यअपदि,normal
333328,Badedhabha,बड़ेधभअ,normal
443375,Badripal,बद्रीपअल,normal
720649,Ayithadi,अयितअदि,normal
720924,Aynthoor,एन्थूर,normal
721502,Ayotta,अयोत्तअ,normal
772688,Baadholi,बअड़ोली,normal
805681,Badarhat,बदरहत,normal
805763,Badarjina,बदर्जिनअ,normal
806528,Baddalki,बददअल्कि,normal
806536,Baddangaghat,बड़दंगअघअट,normal
807013,Badedara,बड़ेदअरअ,normal
807030,Badeen,बढ़ीं,normal
807332,Badermuna,बडेरमुनअ,normal
808098,Badhate,बढ़अते,normal
808152,Badhay,बढ़े,normal
84964,Badartola,बदरटोलअ,normal
1052841,BCSD,बी.स.स.डी,abbr
746915,BDSK,बी.डी.स.क,abbr
748369,BGAUSS,बी.ग.अ.ु.स.स,abbr
762655,BPPM,बी.प.प.म,abbr
767451,BSBD,बी.स.बी.डी,abbr
771864,BVO,बी.व्.ो,abbr
901740,BKTH,बी.क.टी.ह,abbr
1230527,Ayodyapur,अयोध्यपुर,normal
1230529,Ayyangaripally,अय्यंगरीपल्ली,normal
1230567,Badamaigam,बदमअईगअम,normal
1230571,Badavathanda,बडअवथंडअ,normal
1230575,Badeloram,बदलूरअम,normal
1230578,Badgaonkhurd,बड़गोंखुर्द,normal
1236614,Badajamuposi,बदजअमुपोसी,normal
1240748,Babriyat,बअबरीयत,normal
1240788,Bachkanard,बचकनअर्ड,normal
1345119,Badoon,बडून,normal
1345179,Badakhana,बअड़खअनअ,normal
1346319,Badaratola,बअदरअटोलअ,normal
1346325,Badhali,बदहअली,normal
1346326,Badhowal,बद्दोवअल,normal
1430815,Badkapara,बड़कपरअ,normal
1583911,Badakelajhari,बड़केलझरी,normal
383651,Babnara,बबनरअ,normal
1486126,Badahalupada,बअदःलपअड़अ,normal
314053,Badahaldi,बडअहल्डी,normal
809368,Badiud,बदिउड,normal
809576,Badjode,बड़जोड़े,normal
809681,Badkesiya,बढ़केसियअ,normal
933163,Ayuvadic,आयुवैदिक,normal
468780,BGSS,बी.ग.स.स,abbr
786609,Bababariya,बबबरियअ,normal
788027,Babarana,बबरनअ,normal
788135,Babarol,बअबरोल,normal
789993,Babhur,बबहुर,normal
789997,Babhurhat,बबहहत,normal
877315,Bachkriya,बचकरियअ,normal
726899,Ayyakara,ेयकरअ,normal
729629,Ayyavariguda,अय्यअवरिगुड़अ,normal
733481,Azga,ैगअ,normal
734805,Azista,अजिस्तअ,normal
91413,Ayarkatuvayal,एयरकटुवअयल,normal
68386,Hosarabailu,होसरअबेलु,normal
817110,Bagdog,बगडोग,normal
819566,Bagheswaripara,बघेस्वरीपअरअ,normal
820093,Baghon,बअघों,normal
820859,Baginigere,बगिनिगेरे,normal
820945,Bagitand,बअगीटअंड़,normal
821134,Bagladangi,बगलडअंगी,normal
821448,Bagnadanga,बगनअदअंग,normal
1234594,Balarda,बअलरदअ,normal
821560,Bagnir,बगनीर,normal
822029,Bagraritari,बगररिटरी,normal
845369,Bajarin,बजरिन,normal
845709,Bajemandalgram,बजमणडलग्रअम,normal
845717,Bajenaohati,बजेनोहअती,normal
861329,Balacombai,बअलकबअई,normal
861723,Balaganeshapuram,बअळगणेशपुरम,normal
862007,Balagra,बलगरअ,normal
862331,Balaijhora,बलअईझोरअ,normal
885574,Balkeshar,बलकेशर,normal
834477,Bait-us-Salaam,बैत-उस-सलअम,special
1241230,Baimeeditanda,बअइमीडितंडअ,normal
257636,Bahumukhee,बहुमुखी,normal
375442,Bagerkhata,बगेरखतअ,normal
852322,Bakespace,बकसपअस,normal
852735,Bakhorbori,बखोरबोरी,normal
1308535,Bahumatvi,बहुमतवि,normal
852937,Bakhtauri,बख्तौरी,normal
853572,Baknabandha,बकनबंधअ,normal
1037993,Baigodu,बैगोडु,normal
1230689,Balenpally,बलेपल्ली,normal
1231493,Bahirawali,बहिरअवली,normal
1310207,Bakhlour,बअखलौर,normal
1347776,Baildia,बैलदीअ,normal
1347778,Balethottam,बअलेथोत्तम,normal
1426916,Balannagudem,बलअन्नअगुडेम,normal
1661199,Bagechivadi,बगीचिवड़ी,normal
219948,Balkurshna,बलकुरष्ण,normal
285178,Balambhai,बअलमभअई,normal
549389,Ballabari,बल्लेबअरी,normal
597938,Balagujambigai,बअलगुजअम्बिगअई,normal
615013,Balehonnuru,बअलेहोंनुरू,normal
813014,Badualia,बडुअलिअ,normal
814419,Bagachara,बगचअरअ,normal
814535,Bagadgunj,बगअडगुंज,normal
814834,Bagaipally,बअगेपल्ली,normal
815285,Bagangara,बअगनगरअ,normal
815288,Bagangora,बअगंगोरअ,normal
815479,Bagarapara,बअजअरपअरअ,normal
822526,Bagtore,बगतौरे,normal
824927,Bahannakuri,बहन्नअकुरी,normal
825275,Baharasaradiha,बअहरसअरडीहअ,normal
825354,Bahargala,बअहरगलअ,normal
825421,Baharkata,बअहरकतअ,normal
825624,Bahauli,बहुली,normal
826137,Bahes,बहस,normal
826140,Bahesh,बहेश,normal
828638,Bahuddishiya,बहुद्दिशियअ,normal
834556,Baitarini,बैतरणी,normal
834660,Baithata,बैठतअ,normal
834916,Baiyapathar,बैयअपअथर,normal
849677,Bajrapara,बज्रपअरअ,normal
